word,sentiment,weight,freq_corpus
arn,Ambiguous,0.728,1
arrange,Positive,0.5,0
arrest,Negative,1.029,4
arrested,Negative,1.139,6
arrival,Positive,0.861,2
arri've,Positive,0.728,1
arrived,Positive,1.089,5
arrogant,Negative,0.861,2
arse,Positive,1.029,4
arsed,Negative,0.861,2
art,Positive,1.089,5
artist,Positive,0.5,0
artists,Positive,0.5,0
arts,Positive,0.728,1
ashamed,Negative,0.955,3
aside,Negative,0.728,1
ask,Positive,1.558,24
asked,Positive,1.544,23
asking,Positive,1.431,16
asks,Positive,0.728,1
asleep,Negative,0.5,0
ass,Negative,1.029,4
assess,Positive,0.5,0
assessment,Positive,0.728,1
assist,Positive,0.728,1
associated,Positive,1.029,4
association,Positive,0.728,1
assume,Negative,0.728,1
assumed,Negative,0.5,0
assuming,Negative,1.139,6
assumption,Negative,0.5,0
assumptions,Negative,0.861,2
asthma,Negative,0.955,3
astonishing,Negative,0.728,1
astrazeneca,Ambiguous,1.57,25
asymptomatic,Ambiguous,0.861,2
athletes,Positive,0.861,2
attached,Negative,0.5,0
attack,Negative,0.5,0
attacked,Negative,0.5,0
attacking,Negative,0.955,3
attacks,Negative,1.222,8
attempt,Ambiguous,1.029,4
attempting,Ambiguous,0.861,2
attempts,Ambiguous,0.861,2
attend,Negative,1.183,7
attended,Negative,1.029,4
attending,Negative,0.5,0
attitude,Negative,1.257,9
attitudes,Positive,0.5,0
attributed,Ambiguous,0.5,0
author,Positive,0.728,1
authorisation,Positive,0.5,0
authorised,Positive,0.5,0
authorises,Positive,0.5,0
authoritarian,Negative,1.183,7
authoritarianism,Negative,0.728,1
authorities,Negative,0.955,3
authority,Negative,0.861,2
authorization,Positive,0.728,1
authorized,Positive,0.5,0
authorizes,Positive,0.728,1
autism,Negative,0.861,2
autistic,Negative,0.861,2
autoimmune,Negative,0.728,1
automatically,Ambiguous,0.861,2
autonomy,Positive,0.5,0
availability,Positive,0.5,0
available,Positive,1.618,29
average,Ambiguous,1.183,7
avg,Ambiguous,0.5,0
avoid,Negative,1.45,17
avoidable,Negative,1.222,8
avoided,Negative,0.955,3
avoiding,Negative,0.861,2
awaiting,Negative,0.861,2
awake,Positive,1.029,4
award,Positive,0.728,1
aware,Positive,0.955,3
awareness,Positive,0.955,3
away,Negative,1.772,47
awesome,Positive,0.861,2
awful,Negative,1.183,7
babies,Positive,1.183,7
baby,Positive,1.139,6
backbenchers,Negative,0.5,0
backed,Positive,0.955,3
background,Positive,0.728,1
backhand,Negative,0.955,3
backing,Positive,1.029,4
backs,Negative,0.861,2
backwards,Negative,0.5,0
bad,Ambiguous,1.851,60
badly,Positive,1.411,15
badvaccinetakes,Negative,0.5,0
balance,Positive,0.955,3
balanced,Positive,0.5,0
balls,Positive,0.5,0
ban,Negative,1.029,4
bang,Negative,1.139,6
banging,Negative,0.728,1
bank,Negative,0.955,3
banks,Negative,0.5,0
banned,Negative,0.861,2
banning,Negative,0.5,0
bans,Negative,0.861,2
barely,Negative,1.089,5
barred,Negative,0.728,1
base,Positive,0.861,2
based,Positive,1.45,17
basic,Positive,0.955,3
basically,Positive,1.089,5
basics,Positive,0.728,1
basis,Positive,1.257,9
bastard,Negative,0.861,2
bastards,Negative,1.316,11
bat,Negative,0.5,0
batch,Positive,0.728,1
batches,Positive,0.5,0
battle,Negative,0.5,0
beany,Negative,0.5,0
bear,Negative,1.029,4
bearing,Negative,0.861,2
beast,Negative,0.5,0
beat,Negative,1.343,12
beating,Negative,0.5,0
beats,Negative,0.5,0
beautiful,Positive,1.089,5
became,Ambiguous,1.139,6
become,Ambiguous,1.516,21
becomes,Ambiguous,0.955,3
becoming,Ambiguous,1.089,5
beer,Positive,1.891,68
beforehand,Ambiguous,0.728,1
beg,Negative,0.955,3
began,Positive,0.5,0
begging,Negative,1.139,6
begin,Positive,1.089,5
beginning,Positive,1.411,15
begins,Positive,0.5,0
behave,Positive,0.728,1
behavior,Positive,0.728,1
behaviour,Positive,1.367,13
behind,Negative,1.484,19
belief,Positive,1.029,4
beliefs,Positive,1.288,10
believe,Positive,1.94,79
believed,Positive,1.139,6
believes,Positive,1.139,6
believing,Positive,0.955,3
bell,Positive,0.5,0
bells,Positive,0.728,1
belong,Ambiguous,0.728,1
beneficial,Positive,0.5,0
benefit,Positive,1.316,11
benefits,Positive,1.183,7
besides,Negative,0.728,1
best,Positive,1.695,37
bet,Negative,1.431,16
beta,Negative,0.728,1
bets,Negative,0.861,2
better,Positive,0.5,0
beyond,Ambiguous,1.257,9
bias,Negative,0.955,3
biased,Negative,0.728,1
bid,Positive,0.5,0
big,Positive,1.695,37
bigger,Positive,0.955,3
biggest,Positive,1.288,10
bigpharma,Negative,0.5,0
bigtech,Negative,0.5,0
bill,Negative,1.288,10
billgates,Negative,0.5,0
billion,Ambiguous,0.955,3
billionaire,Negative,0.5,0
billions,Ambiguous,1.029,4
bills,Negative,0.861,2
bin,Negative,0.955,3
binary,Negative,0.728,1
bio,Positive,0.728,1
biological,Positive,0.5,0
biology,Positive,0.728,1
biontech,Ambiguous,0.861,2
biontechgroup,Ambiguous,0.5,0
biotech,Ambiguous,0.861,2
bioweapon,Negative,0.5,0
bird,Positive,0.5,0
birth,Positive,0.5,0
birthday,Positive,1.411,15
bitch,Negative,0.861,2
bite,Negative,0.955,3
bits,Negative,0.861,2
bizarre,Negative,0.861,2
blackmail,Negative,0.728,1
blah,Positive,0.5,0
blame,Negative,1.343,12
blamed,Negative,1.029,4
blaming,Negative,0.861,2
bless,Positive,0.955,3
blessed,Positive,0.728,1
blind,Negative,1.222,8
block,Negative,1.811,53
blocked,Negative,1.222,8
blocking,Negative,0.955,3
bloke,Ambiguous,0.861,2
blood,Negative,1.343,12
bloody,Negative,1.411,15
blow,Negative,0.861,2
blown,Negative,0.5,0
blows,Negative,0.728,1
board,Ambiguous,0.955,3
bodies,Ambiguous,1.139,6
bodily,Ambiguous,0.861,2
body,Ambiguous,1.544,23
bodys,Ambiguous,0.5,0
bold,Positive,0.728,1
bollocks,Positive,1.222,8
bonkers,Negative,1.089,5
bonus,Positive,0.5,0
book,Ambiguous,1.948,81
booked,Positive,1.222,8
booking,Positive,1.316,11
bookings,Positive,1.139,6
books,Positive,1.257,9
boom,Negative,1.029,4
boost,Positive,1.139,6
boosted,Positive,1.743,43
booster,Positive,2.315,250
boostered,Positive,0.5,0
boosters,Positive,0.5,0
boosting,Positive,0.5,0
boosts,Positive,0.861,2
border,Negative,0.955,3
borders,Negative,1.343,12
bored,Negative,1.029,4
boring,Negative,1.089,5
born,Positive,1.029,4
boss,Negative,1.288,10
bot,Ambiguous,0.728,1
bother,Negative,1.288,10
bothered,Negative,1.222,8
bothred,Negative,0.5,0
bots,Ambiguous,1.029,4
bottom,Negative,0.5,0
bought,Ambiguous,0.955,3
bound,Negative,0.5,0
bout,Negative,0.5,0
boxing,Negative,1.367,13
boyfriend,Positive,0.955,3
brain,Positive,1.222,8
brains,Positive,0.728,1
brainwashed,Negative,1.183,7
brand,Negative,0.5,0
brave,Positive,1.029,4
breach,Negative,0.5,0
breaches,Negative,0.728,1
breaching,Negative,0.5,0
break,Negative,1.316,11
breakdown,Negative,0.955,3
breaker,Negative,1.222,8
breakers,Negative,0.728,1
breaking,Negative,1.431,16
breakingnews,Ambiguous,0.955,3
breaks,Negative,0.728,1
breakthrough,Negative,0.861,2
breastfeeding,Positive,0.861,2
breath,Positive,1.089,5
breathe,Positive,0.728,1
breathing,Positive,1.029,4
brexit,Ambiguous,1.639,31
bridge,Positive,0.728,1
brief,Ambiguous,0.5,0
briefing,Ambiguous,0.728,1
brigade,Negative,1.5,20
bright,Positive,0.5,0
brilliant,Positive,1.139,6
bring,Positive,1.484,19
bringing,Positive,1.089,5
brings,Positive,0.728,1
bro,Positive,1.089,5
broad,Negative,0.728,1
broader,Negative,0.5,0
broadly,Negative,0.5,0
broke,Negative,1.183,7
broken,Negative,0.955,3
brother,Ambiguous,1.089,5
brothers,Positive,0.5,0
brought,Positive,1.343,12
brutal,Negative,0.955,3
bubble,Positive,1.089,5
bubbles,Positive,0.5,0
bud,Positive,0.5,0
buddy,Positive,0.5,0
bug,Negative,0.955,3
bugger,Negative,0.728,1
build,Positive,0.728,1
building,Positive,0.955,3
built,Positive,0.955,3
bull,Negative,0.861,2
bullet,Negative,0.955,3
bullshit,Negative,1.089,5
bullying,Negative,0.861,2
burden,Negative,0.955,3
burn,Negative,0.861,2
business,Negative,1.516,21
businesses,Negative,1.45,17
busy,Negative,1.257,9
buy,Positive,1.139,6
buying,Positive,1.183,7
buys,Positive,0.728,1
bye,Negative,0.728,1
cake,Positive,0.728,1
calculate,Negative,0.5,0
calculated,Negative,0.5,0
call,Positive,1.649,32
called,Positive,1.5,20
calling,Positive,1.516,21
calls,Ambiguous,1.288,10
calm,Positive,1.029,4
came,Positive,1.39,14
campaign,Positive,1.183,7
campaigns,Positive,0.5,0
can<U+FFFD>t,Negative,0.5,0
cancel,Negative,0.728,1
cancellations,Negative,0.5,0
cancelled,Negative,1.343,12
cancelling,Negative,1.029,4
cancer,Negative,1.431,16
cancers,Negative,0.5,0
candidate,Positive,0.5,0
cannabis,Negative,0.728,1
cannot,Negative,0.5,0
can't,Negative,2.274,220
capable,Positive,0.861,2
capacity,Positive,1.257,9
capital,Negative,1.139,6
capitalism,Negative,1.029,4
card,Ambiguous,1.139,6
cardiac,Negative,0.5,0
cardiologist,Positive,0.5,0
cardiovascular,Negative,0.5,0
cards,Negative,1.089,5
care,Positive,1.927,76
cared,Positive,0.728,1
career,Positive,0.861,2
careful,Positive,1.139,6
carefully,Positive,0.728,1
carer,Positive,0.5,0
carers,Positive,0.728,1
cares,Positive,1.089,5
caring,Positive,0.861,2
carpet,Negative,0.728,1
carried,Positive,1.029,4
carries,Positive,0.5,0
carry,Positive,1.288,10
carrying,Positive,0.728,1
case,Negative,1.639,31
cases,Negative,1.944,80
catastrophe,Negative,0.728,1
catastrophic,Negative,0.5,0
catch,Ambiguous,1.677,35
catches,Negative,0.955,3
catching,Negative,1.544,23
categories,Ambiguous,0.5,0
category,Ambiguous,0.5,0
caught,Negative,1.53,22
causation,Negative,0.728,1
cause,Negative,1.639,31
caused,Negative,1.343,12
causes,Negative,1.222,8
causing,Negative,1.183,7
caution,Negative,0.861,2
cautious,Positive,0.955,3
celebrate,Positive,1.029,4
celebrating,Positive,1.029,4
celebrations,Positive,0.861,2
cell,Ambiguous,0.955,3
cells,Ambiguous,0.955,3
cellular,Ambiguous,0.5,0
censor,Negative,0.5,0
censored,Negative,0.5,0
censoring,Negative,0.861,2
censorship,Negative,0.861,2
center,Positive,1.029,4
centers,Positive,0.861,2
central,Positive,0.955,3
centre,Positive,1.751,44
centres,Positive,1.222,8
ceo,Negative,0.5,0
certain,Positive,1.39,14
certainly,Positive,1.316,11
certainty,Positive,0.5,0
certificate,Positive,1.411,15
certificates,Positive,0.728,1
certification,Positive,0.5,0
cev,Negative,0.955,3
chain,Ambiguous,0.955,3
challenge,Negative,1.089,5
challenged,Negative,0.728,1
challenges,Negative,1.089,5
challenging,Negative,0.728,1
champion,Positive,1.804,52
chance,Ambiguous,1.5,20
chances,Positive,1.139,6
change,Positive,1.606,28
changed,Positive,1.257,9
changes,Positive,1.222,8
changing,Positive,0.861,2
chaos,Negative,1.467,18
character,Positive,0.955,3
charge,Negative,1.257,9
charged,Negative,0.5,0
charging,Negative,0.5,0
charity,Positive,0.728,1
chart,Positive,0.955,3
charts,Positive,0.5,0
chasing,Negative,0.728,1
cheap,Ambiguous,0.728,1
cheaper,Positive,0.5,0
check,Ambiguous,1.411,15
checked,Positive,1.089,5
checking,Positive,0.955,3
checks,Positive,1.029,4
cheek,Negative,0.728,1
cheer,Positive,0.861,2
cheers,Positive,0.955,3
chemical,Negative,0.5,0
chemicals,Negative,0.728,1
chemist,Negative,0.5,0
chemo,Negative,0.728,1
cherry,Positive,0.861,2
chest,Negative,1.029,4
chicken,Negative,0.861,2
chief,Negative,1.089,5
child,Positive,1.411,15
childhood,Positive,1.029,4
children,Negative,1.736,42
childrens,Positive,0.955,3
chill,Negative,0.5,0
chills,Negative,0.728,1
China,Negative,1.516,21
chinese,Negative,0.955,3
chip,Negative,0.728,1
chips,Negative,0.728,1
chocolate,Positive,0.861,2
choice,Negative,1.798,51
choices,Positive,1.222,8
choose,Positive,1.431,16
chooses,Positive,0.5,0
choosing,Positive,0.728,1
chose,Positive,0.955,3
chosen,Positive,1.089,5
chronic,Negative,0.728,1
circulating,Negative,0.728,1
circulation,Positive,0.728,1
circumstances,Negative,0.955,3
citizen,Positive,0.955,3
citizens,Positive,1.139,6
civic,Positive,0.861,2
civil,Positive,1.316,11
claim,Negative,1.257,9
claimed,Negative,0.955,3
claiming,Negative,1.222,8
claims,Negative,1.222,8
clapping,Positive,0.5,0
clarify,Positive,0.728,1
clarity,Positive,0.861,2
clash,Positive,1.257,9
class,Ambiguous,1.257,9
classed,Ambiguous,0.728,1
classic,Positive,0.728,1
clean,Positive,0.5,0
cleaner,Positive,0.5,0
clear,Positive,1.595,27
cleared,Positive,0.5,0
clearer,Positive,0.5,0
clearly,Positive,1.57,25
clever,Positive,0.728,1
client,Positive,0.5,0
clients,Positive,0.728,1
climate,Negative,1.431,16
clinic,Ambiguous,1.139,6
clinical,Positive,1.089,5
clinically,Negative,0.955,3
clinics,Ambiguous,1.39,14
clip,Negative,0.5,0
clogging,Negative,1.029,4
close,Ambiguous,1.558,24
closed,Negative,1.431,16
closely,Positive,0.861,2
closer,Positive,0.955,3
closest,Positive,0.861,2
closing,Negative,1.089,5
closure,Negative,0.728,1
closures,Negative,1.029,4
clot,Negative,0.861,2
clots,Negative,1.029,4
clotting,Negative,0.5,0
clown,Negative,0.728,1
clowns,Negative,0.728,1
club,Positive,1.089,5
clubs,Positive,1.139,6
clue,Positive,0.728,1
clueless,Negative,0.5,0
coach,Positive,0.728,1
cobra,Negative,0.5,0
cocktail,Positive,0.955,3
code,Negative,1.183,7
codes,Negative,0.728,1
coerce,Negative,0.5,0
coerced,Negative,0.5,0
coercing,Negative,0.728,1
coercion,Negative,1.183,7
coffee,Positive,0.955,3
cognitive,Positive,0.728,1
cohort,Positive,0.861,2
cohorts,Positive,0.728,1
coincidence,Negative,0.728,1
cold,Negative,1.595,27
colds,Negative,0.861,2
collapse,Negative,0.728,1
collapsed,Negative,1.139,6
collapsing,Negative,0.728,1
collateral,Negative,0.5,0
colleague,Positive,0.861,2
colleagues,Positive,1.183,7
collect,Positive,0.5,0
collection,Positive,1.089,5
collective,Positive,0.955,3
college,Positive,0.861,2
colour,Positive,0.5,0
combat,Negative,0.955,3
combination,Positive,0.955,3
combined,Positive,1.029,4
combo,Positive,0.728,1
come,Positive,1.804,52
comedy,Negative,0.5,0
comes,Positive,1.53,22
comfort,Positive,0.5,0
comfortable,Positive,1.139,6
coming,Positive,1.785,49
comirnaty,Ambiguous,0.5,0
common,Positive,1.516,21
communication,Negative,0.861,2
communist,Negative,0.728,1
communities,Positive,1.029,4
community,Positive,1.183,7
comorbidities,Negative,0.728,1
comparable,Positive,0.5,0
compare,Positive,0.955,3
compared,Positive,1.257,9
compares,Positive,0.955,3
comparing,Positive,1.183,7
comparison,Positive,1.183,7
comparisons,Positive,0.728,1
compassion,Positive,0.5,0
compelling,Positive,0.5,0
compensation,Positive,0.728,1
complain,Negative,1.029,4
complaining,Negative,0.955,3
complaint,Negative,1.029,4
complete,Positive,1.316,11
completed,Positive,1.089,5
completely,Ambiguous,1.343,12
complex,Negative,0.5,0
compliance,Positive,1.089,5
compliant,Positive,0.5,0
complicated,Negative,0.955,3
complications,Negative,1.222,8
complied,Positive,0.955,3
comply,Positive,1.029,4
complying,Positive,0.955,3
compromised,Negative,0.728,1
compulsory,Negative,1.029,4
concept,Positive,0.955,3
concern,Negative,1.183,7
concerned,Negative,1.316,11
concerning,Negative,0.728,1
concerns,Negative,1.139,6
conclude,Positive,0.955,3
conclusion,Positive,0.5,0
conclusions,Positive,0.5,0
condition,Ambiguous,1.089,5
conditions,Ambiguous,1.222,8
conducted,Positive,0.728,1
confidence,Positive,1.139,6
confident,Positive,1.029,4
confirm,Positive,0.955,3
confirmation,Positive,0.5,0
confirmed,Positive,1.343,12
confirming,Positive,0.955,3
confirms,Positive,1.029,4
conflict,Negative,0.955,3
confused,Negative,1.222,8
confusing,Negative,0.861,2
confusion,Negative,0.5,0
congratulations,Positive,0.5,0
connected,Positive,0.955,3
connection,Positive,0.728,1
conned,Negative,0.5,0
conquer,Positive,0.728,1
cons,Negative,0.5,0
conscience,Positive,0.861,2
conscious,Positive,0.861,2
consensus,Positive,0.955,3
consent,Positive,0.955,3
consequence,Negative,0.955,3
consequences,Negative,1.316,11
consequentialbr,Negative,0.5,0
conservative,Negative,1.288,10
conservatives,Negative,1.183,7
consider,Positive,1.222,8
considerably,Positive,0.5,0
consideration,Positive,1.089,5
considered,Positive,1.089,5
considering,Positive,1.316,11
considers,Positive,0.728,1
consistent,Positive,0.955,3
consistently,Positive,0.728,1
conspiracies,Negative,0.861,2
conspiracy,Ambiguous,1.804,52
constant,Ambiguous,0.861,2
constantly,Ambiguous,1.029,4
consultant,Negative,0.861,2
contact,Ambiguous,1.183,7
contacted,Positive,0.5,0
contacts,Ambiguous,0.861,2
contagious,Negative,1.029,4
contain,Positive,0.728,1
contained,Positive,0.5,0
contains,Positive,0.5,0
contaminations,Negative,0.5,0
contaminer,Negative,0.5,0
content,Positive,1.183,7
contents,Positive,0.5,0
context,Positive,0.861,2
continually,Positive,0.5,0
continue,Positive,1.45,17
continued,Positive,0.728,1
continues,Positive,0.955,3
continuing,Positive,0.728,1
continuous,Positive,0.728,1
continuously,Positive,0.5,0
contract,Negative,1.257,9
contracted,Negative,1.029,4
contracting,Negative,0.861,2
contracts,Negative,0.728,1
contrary,Negative,0.728,1
contrast,Negative,0.5,0
contribute,Positive,0.728,1
contributed,Positive,0.955,3
contributing,Positive,0.728,1
contribution,Positive,1.029,4
control,Negative,1.57,25
controlled,Negative,1.139,6
controlling,Negative,0.728,1
controls,Negative,0.861,2
controversial,Negative,0.728,1
convenient,Positive,0.5,0
conversation,Positive,0.955,3
conversations,Positive,0.5,0
convince,Negative,0.728,1
convinced,Positive,1.183,7
convincing,Positive,0.728,1
cooking,Positive,0.861,2
cool,Positive,1.089,5
cope,Positive,1.183,7
core,Positive,1.089,5
corona,Ambiguous,1.516,21
coronavirus,Negative,1.728,41
coronaviruses,Negative,0.5,0
corporate,Negative,0.5,0
corporations,Negative,0.5,0
correct,Positive,1.53,22
correctly,Positive,0.5,0
correlate,Positive,0.728,1
correlation,Positive,1.183,7
corrupt,Negative,0.861,2
corruption,Negative,1.089,5
cost,Negative,1.257,9
costing,Negative,0.728,1
costs,Negative,1.139,6
cough,Negative,0.955,3
coughing,Negative,0.728,1
couldn't,Negative,1.544,23
council,Positive,1.029,4
councils,Positive,0.728,1
count,Positive,0.955,3
counted,Ambiguous,0.5,0
counter,Negative,1.089,5
counting,Negative,0.728,1
countless,Ambiguous,0.861,2
counts,Positive,0.5,0
couple,Positive,1.343,12
courage,Positive,0.728,1
course,Positive,1.53,22
courses,Positive,0.5,0
court,Ambiguous,1.089,5
cov,Negative,1.139,6
covax,Ambiguous,0.5,0
covaxin,Positive,0.5,0
cover,Positive,0.861,2
coverage,Positive,0.728,1
covered,Positive,0.728,1
covering,Positive,1.089,5
covers,Positive,0.728,1
covid,Negative,3,2015
Covid-19,Negative,0.5,0
covidiot,Negative,0.955,3
covidiots,Negative,1.57,25
covids,Negative,0.955,3
crack,Negative,1.029,4
crap,Negative,1.316,11
crash,Negative,0.5,0
crazy,Negative,1.288,10
create,Positive,1.139,6
created,Positive,1.029,4
creates,Positive,0.728,1
creating,Positive,0.955,3
creation,Positive,0.5,0
creative,Positive,1.029,4
creator,Positive,0.5,0
credibility,Positive,0.861,2
credible,Positive,0.5,0
credit,Positive,0.861,2
crew,Positive,0.861,2
crime,Negative,1.139,6
crimes,Negative,0.861,2
criminal,Negative,1.288,10
criminals,Negative,1.183,7
crisis,Negative,1.343,12
criteria,Negative,0.5,0
critical,Negative,1.089,5
criticise,Negative,0.5,0
criticised,Negative,0.728,1
criticism,Negative,0.5,0
cronies,Positive,0.955,3
cross,Negative,1.029,4
crossed,Negative,0.861,2
crossing,Negative,0.955,3
crowd,Negative,1.139,6
crowded,Negative,1.139,6
crowds,Negative,0.955,3
crucial,Positive,0.5,0
cry,Negative,1.288,10
crying,Negative,1.183,7
crypto,Negative,0.5,0
cult,Negative,1.029,4
culture,Negative,0.955,3
cunt,Negative,0.861,2
cunts,Negative,1.183,7
curbs,Negative,0.955,3
cure,Positive,0.728,1
curfew,Ambiguous,1.72,40
curfews,Negative,0.728,1
curious,Positive,0.728,1
curve,Positive,0.861,2
customer,Positive,1.029,4
customers,Positive,0.955,3
cut,Negative,1.139,6
cute,Positive,0.955,3
cuts,Negative,0.728,1
cutting,Negative,0.5,0
cycle,Ambiguous,1.089,5
dad,Negative,1.029,4
dads,Positive,1.089,5
daft,Negative,0.955,3
damage,Negative,1.467,18
damaged,Negative,1.029,4
damages,Negative,0.5,0
damaging,Positive,1.639,31
damn,Negative,1.222,8
dance,Positive,0.5,0
dancing,Positive,0.5,0
danger,Negative,0.861,2
dangerous,Negative,1.618,29
dangers,Negative,0.728,1
dare,Ambiguous,1.029,4
dark,Negative,1.183,7
