word,sentiment,weight,freq_corpus
anal,ambiguous,1.152,23
anchorage,ambiguous,0.642,1
antecedent,ambiguous,0.5,0
antecedents,ambiguous,0.5,0
anticipate,ambiguous,1.281,44
anticipated,ambiguous,1.372,69
anticipates,ambiguous,0.868,5
anticipating,ambiguous,1.224,33
anticipation,ambiguous,1.272,42
anticipations,ambiguous,0.642,1
anticipatory,ambiguous,0.725,2
anticorruption,ambiguous,1.042,13
anywise,ambiguous,0.5,0
apparent,ambiguous,1.548,164
apparently,ambiguous,2.004,1521
apparition,ambiguous,0.868,5
appeals,ambiguous,1.33,56
appear,ambiguous,1.891,880
appeared,ambiguous,1.638,255
appearing,ambiguous,1.453,103
appears,ambiguous,1.922,1023
appellant,ambiguous,0.5,0
appellants,ambiguous,0.5,0
appellate,ambiguous,0.5,0
appellees,ambiguous,0.5,0
appertaining,ambiguous,0.5,0
applicant,ambiguous,0.927,7
applied,ambiguous,1.618,231
applies,ambiguous,1.587,199
apply,ambiguous,1.774,496
appointor,ambiguous,0.5,0
approaching,ambiguous,1.451,102
approximate,ambiguous,1.042,13
approximated,ambiguous,0.5,0
arbitration,ambiguous,0.725,2
arbitrational,ambiguous,0.5,0
arbitrations,ambiguous,0.5,0
arbitrative,ambiguous,0.5,0
area,ambiguous,1.942,1127
areas,ambiguous,1.902,927
argue,ambiguous,1.832,659
argued,ambiguous,1.505,133
arguing,ambiguous,1.792,543
argument,ambiguous,2.05,1906
argumentation,ambiguous,0.725,2
argumentative,ambiguous,0.83,4
arguments,ambiguous,1.829,649
arn,ambiguous,1.776,502
arrival,ambiguous,1.642,260
arrive,ambiguous,1.602,214
ascendant,ambiguous,0.5,0
ascendants,ambiguous,0.5,0
assertable,ambiguous,0.5,0
asserting,ambiguous,0.951,8
assertions,ambiguous,1.16,24
assignation,ambiguous,0.868,5
assignations,ambiguous,0.5,0
assignee,ambiguous,0.5,0
assumable,ambiguous,0.5,0
astrazeneca,ambiguous,2.327,7367
asylum,ambiguous,1.357,64
attempt,ambiguous,1.794,548
attempting,ambiguous,1.544,161
attempts,ambiguous,1.583,195
attest,ambiguous,1.01,11
attestation,ambiguous,1.026,12
attestations,ambiguous,0.642,1
attested,ambiguous,0.83,4
attesting,ambiguous,0.784,3
attributed,ambiguous,1.511,137
automatic,ambiguous,1.281,44
automatically,ambiguous,1.585,197
autonomous,ambiguous,0.83,4
average,ambiguous,1.941,1123
avg,ambiguous,1.676,308
await,ambiguous,1.38,72
awaited,ambiguous,1.252,38
awaits,ambiguous,1.378,71
bastion,ambiguous,0.899,6
became,ambiguous,1.842,692
become,ambiguous,2.149,3084
becomes,ambiguous,1.839,681
becoming,ambiguous,1.935,1086
beforehand,ambiguous,1.508,135
begun,ambiguous,1.464,109
belong,ambiguous,1.449,101
beneficiated,ambiguous,0.5,0
beneficiation,ambiguous,0.5,0
beyond,ambiguous,1.997,1470
big,ambiguous,2.312,6839
bigger,ambiguous,1.891,878
biggest,ambiguous,1.994,1454
billion,ambiguous,1.976,1331
billions,ambiguous,1.919,1008
biontech,ambiguous,1.92,1014
biontechgroup,ambiguous,1.464,109
biotech,ambiguous,1.646,265
bit,ambiguous,2.322,7186
bloke,ambiguous,1.717,375
board,ambiguous,1.867,782
bodies,ambiguous,1.935,1091
bodily,ambiguous,1.539,157
body,ambiguous,2.205,4058
bodys,ambiguous,1.549,165
bona,ambiguous,0.899,6
bonafide,ambiguous,0.725,2
bookworm,ambiguous,0.972,9
boom,ambiguous,1.529,150
boomerang,ambiguous,0.784,3
bot,ambiguous,1.656,279
bots,ambiguous,1.491,124
box,ambiguous,1.782,517
breakingnews,ambiguous,1.652,274
brexit,ambiguous,2.087,2289
brief,ambiguous,1.661,285
briefing,ambiguous,1.599,211
buck,ambiguous,1.326,55
bugle,ambiguous,0.725,2
buzz,ambiguous,1.35,62
categories,ambiguous,1.457,105
category,ambiguous,1.641,259
cautiously,ambiguous,1.326,55
cautiousness,ambiguous,0.725,2
cedant,ambiguous,0.5,0
cedants,ambiguous,0.5,0
cell,ambiguous,1.877,822
cells,ambiguous,1.947,1156
cellular,ambiguous,1.484,120
certiorari,ambiguous,0.5,0
cession,ambiguous,0.784,3
chain,ambiguous,1.918,1000
changeable,ambiguous,0.5,0
chattel,ambiguous,0.5,0
chattels,ambiguous,0.5,0
cheap,ambiguous,1.703,351
chicane,ambiguous,0.868,5
choate,ambiguous,0.5,0
circumvention,ambiguous,0.5,0
class,ambiguous,1.927,1047
classed,ambiguous,1.753,448
clawbacks,ambiguous,0.5,0
close,ambiguous,2.174,3484
cloud,ambiguous,1.434,94
club,ambiguous,2.013,1590
clubs,ambiguous,1.955,1202
codicil,ambiguous,0.5,0
codicils,ambiguous,0.5,0
comical,ambiguous,1.211,31
comirnaty,ambiguous,1.616,229
commonplace,ambiguous,1.104,18
competitive,ambiguous,1.267,41
complicity,ambiguous,1.026,12
concession,ambiguous,0.972,9
concomitant,ambiguous,0.725,2
condemnor,ambiguous,0.5,0
condition,ambiguous,1.895,897
conditional,ambiguous,1.397,78
conditionally,ambiguous,0.83,4
conditions,ambiguous,2.005,1531
confess,ambiguous,1.081,16
confessional,ambiguous,0.725,2
confessions,ambiguous,1.026,12
confiscatory,ambiguous,0.5,0
conjure,ambiguous,1.042,13
conquest,ambiguous,0.725,2
consequent,ambiguous,1.042,13
conservatorships,ambiguous,0.5,0
constant,ambiguous,1.867,783
constantly,ambiguous,1.861,759
constitution,ambiguous,1.481,118
constitutive,ambiguous,0.5,0
construe,ambiguous,0.5,0
construed,ambiguous,0.951,8
construes,ambiguous,0.5,0
construing,ambiguous,0.5,0
contact,ambiguous,2.079,2197
contacts,ambiguous,1.788,530
contestability,ambiguous,0.5,0
contestation,ambiguous,0.868,5
contingencies,ambiguous,0.83,4
contingency,ambiguous,1.262,40
contingent,ambiguous,1.152,23
contingently,ambiguous,0.5,0
contingents,ambiguous,0.5,0
controvert,ambiguous,0.5,0
controverted,ambiguous,0.725,2
controverting,ambiguous,0.5,0
conveniens,ambiguous,0.5,0
conveyance,ambiguous,0.5,0
conveyances,ambiguous,0.5,0
conviction,ambiguous,1.34,59
cool,ambiguous,1.83,652
coolness,ambiguous,0.5,0
coop,ambiguous,1.391,76
cop,ambiguous,1.611,224
corporation,ambiguous,1.307,50
correlative,ambiguous,0.5,0
coterminous,ambiguous,0.5,0
could,ambiguous,2.474,15084
counsel,ambiguous,1.081,16
counseled,ambiguous,0.5,0
counselled,ambiguous,0.784,3
counsellor,ambiguous,0.972,9
counsels,ambiguous,0.725,2
countersignor,ambiguous,0.5,0
countersued,ambiguous,0.5,0
countersuit,ambiguous,0.5,0
countersuits,ambiguous,0.5,0
court,ambiguous,1.922,1023
courtroom,ambiguous,0.83,4
courts,ambiguous,1.515,140
covax,ambiguous,1.613,226
crave,ambiguous,1.169,25
crescendo,ambiguous,0.784,3
crisp,ambiguous,1.042,13
crossclaim,ambiguous,0.5,0
crossclaims,ambiguous,0.5,0
crossroad,ambiguous,0.642,1
crossroads,ambiguous,0.784,3
crush,ambiguous,1.315,52
cue,ambiguous,1.386,74
cycle,ambiguous,1.818,616
daily,ambiguous,2.238,4768
dare,ambiguous,1.797,554
decedent,ambiguous,0.642,1
decedents,ambiguous,0.5,0
declarant,ambiguous,0.5,0
declaration,ambiguous,1.543,160
decree,ambiguous,1.143,22
decreed,ambiguous,0.927,7
decreeing,ambiguous,0.642,1
decrees,ambiguous,0.784,3
defalcation,ambiguous,0.5,0
defalcations,ambiguous,0.5,0
defectively,ambiguous,0.5,0
defendable,ambiguous,0.642,1
definitely,ambiguous,2.115,2617
delegable,ambiguous,0.5,0
delegatable,ambiguous,0.5,0
delineation,ambiguous,0.725,2
demand,ambiguous,1.965,1259
demanded,ambiguous,1.489,123
demanding,ambiguous,1.684,320
demands,ambiguous,1.581,193
demonstrative,ambiguous,0.642,1
depart,ambiguous,1.069,15
departed,ambiguous,0.951,8
departure,ambiguous,1.378,71
depose,ambiguous,0.642,1
deposed,ambiguous,0.899,6
deposes,ambiguous,0.5,0
deposing,ambiguous,0.642,1
deposition,ambiguous,0.899,6
depositional,ambiguous,0.5,0
depositions,ambiguous,0.5,0
derivatively,ambiguous,0.5,0
derogate,ambiguous,0.5,0
derogated,ambiguous,0.5,0
derogates,ambiguous,0.5,0
derogating,ambiguous,0.5,0
designator,ambiguous,0.5,0
destination,ambiguous,1.311,51
develop,ambiguous,1.924,1031
developed,ambiguous,2.026,1694
developing,ambiguous,1.876,818
devisees,ambiguous,0.5,0
differing,ambiguous,1.36,65
differs,ambiguous,1.311,51
digital,ambiguous,1.943,1133
directive,ambiguous,1.056,14
directives,ambiguous,1.134,21
disconnect,ambiguous,1.081,16
disconnected,ambiguous,1.069,15
dispose,ambiguous,1.125,20
disposed,ambiguous,1.026,12
dispositive,ambiguous,0.725,2
dispossession,ambiguous,0.5,0
dispossessory,ambiguous,0.5,0
distraint,ambiguous,0.5,0
distributee,ambiguous,0.5,0
distributees,ambiguous,0.5,0
diverse,ambiguous,1.333,57
dna,ambiguous,1.864,770
docket,ambiguous,0.5,0
docketed,ambiguous,0.5,0
docketing,ambiguous,0.5,0
dockets,ambiguous,0.5,0
dogged,ambiguous,0.83,4
doggedly,ambiguous,0.642,1
donees,ambiguous,0.5,0
duly,ambiguous,1.056,14
duration,ambiguous,1.492,125
ejectment,ambiguous,0.5,0
emerge,ambiguous,1.578,190
emergence,ambiguous,1.505,133
emerging,ambiguous,1.607,219
encounter,ambiguous,1.372,69
endorsee,ambiguous,0.5,0
enforceability,ambiguous,0.5,0
enforceable,ambiguous,1.069,15
enforceably,ambiguous,0.5,0
entail,ambiguous,0.992,10
entailed,ambiguous,0.784,3
entailing,ambiguous,0.642,1
entails,ambiguous,1.093,17
episode,ambiguous,1.706,356
equivalent,ambiguous,1.698,343
era,ambiguous,1.635,252
erotic,ambiguous,0.83,4
escheat,ambiguous,0.5,0
escheated,ambiguous,0.5,0
escheatment,ambiguous,0.5,0
estoppel,ambiguous,0.5,0
EU,ambiguous,2.226,4490
events,ambiguous,2.038,1803
eventual,ambiguous,1.205,30
eventuality,ambiguous,0.725,2
eventually,ambiguous,1.853,730
evidence,ambiguous,2.247,4982
evidential,ambiguous,0.972,9
evidentiary,ambiguous,0.5,0
evolution,ambiguous,1.572,185
evolve,ambiguous,1.507,134
examination,ambiguous,1.16,24
exigent,ambiguous,0.868,5
exit,ambiguous,1.62,234
exonerate,ambiguous,0.642,1
exonerated,ambiguous,0.642,1
exonerates,ambiguous,0.5,0
exonerating,ambiguous,0.5,0
exoneration,ambiguous,0.5,0
exonerations,ambiguous,0.5,0
fabrication,ambiguous,1.16,24
facie,ambiguous,0.5,0
facto,ambiguous,1.38,72
federal,ambiguous,1.672,301
feel,ambiguous,2.382,9630
feeling,ambiguous,2.215,4265
feelings,ambiguous,1.568,181
feels,ambiguous,2.016,1619
felt,ambiguous,2.187,3712
fervor,ambiguous,0.784,3
fide,ambiguous,1.104,18
finally,ambiguous,2.083,2240
fine,ambiguous,2.278,5801
fixed,ambiguous,1.577,189
flexible,ambiguous,1.38,72
fly,ambiguous,1.782,516
flying,ambiguous,1.743,427
formidable,ambiguous,1.29,46
forthwith,ambiguous,0.725,2
forwhich,ambiguous,0.784,3
furtherance,ambiguous,0.5,0
furthermore,ambiguous,1.389,75
gates,ambiguous,1.924,1033
germane,ambiguous,0.5,0
give,ambiguous,2.245,4938
given,ambiguous,2.298,6402
gives,ambiguous,2.045,1863
giving,ambiguous,2.155,3180
glorify,ambiguous,0.725,2
gone,ambiguous,2.13,2821
grab,ambiguous,1.853,731
gradual,ambiguous,1.29,46
grantor,ambiguous,0.5,0
grantors,ambiguous,0.5,0
grasp,ambiguous,1.61,223
gravitate,ambiguous,0.868,5
gulp,ambiguous,0.868,5
gumption,ambiguous,0.725,2
gush,ambiguous,0.83,4
habitual,ambiguous,1.042,13
hail,ambiguous,1.322,54
hand,ambiguous,2.043,1840
happen,ambiguous,2.128,2795
happened,ambiguous,2.099,2423
happening,ambiguous,2.045,1860
happens,ambiguous,2.011,1574
headline,ambiguous,1.765,475
headlines,ambiguous,1.75,441
henceforth,ambiguous,0.725,2
henceforward,ambiguous,0.5,0
hereafter,ambiguous,0.5,0
hereby,ambiguous,0.992,10
hereditaments,ambiguous,0.5,0
herefor,ambiguous,0.5,0
herefore,ambiguous,0.5,0
herefrom,ambiguous,0.642,1
herein,ambiguous,0.972,9
hereinabove,ambiguous,0.5,0
hereinafter,ambiguous,0.5,0
hereinbefore,ambiguous,0.5,0
hereinbelow,ambiguous,0.5,0
hereof,ambiguous,0.5,0
hereon,ambiguous,0.5,0
hereto,ambiguous,0.5,0
heretofore,ambiguous,0.642,1
hereunder,ambiguous,0.5,0
hereunto,ambiguous,0.5,0
hereupon,ambiguous,0.5,0
herewith,ambiguous,0.868,5
herewithin,ambiguous,0.5,0
hermaphrodite,ambiguous,0.5,0
high,ambiguous,2.309,6758
higher,ambiguous,2.181,3604
highest,ambiguous,2.037,1786
hilarious,ambiguous,1.663,288
holiness,ambiguous,0.5,0
homosexuality,ambiguous,0.784,3
honeymoon,ambiguous,1.081,16
hospital,ambiguous,2.449,13318
howsoever,ambiguous,0.5,0
hut,ambiguous,1.257,39
hydroxychloroquine,ambiguous,1.529,150
hypothesis,ambiguous,1.441,97
immateriality,ambiguous,0.5,0
immediately,ambiguous,1.896,899
immerse,ambiguous,0.642,1
imperative,ambiguous,1.205,30
impleaded,ambiguous,0.5,0
importance,ambiguous,1.716,373
important,ambiguous,2.196,3894
importantly,ambiguous,1.624,238
inasmuch,ambiguous,0.725,2
incarcerate,ambiguous,0.784,3
inchoate,ambiguous,0.725,2
income,ambiguous,1.74,421
incontestability,ambiguous,0.5,0
incontestable,ambiguous,0.5,0
increase,ambiguous,2.106,2506
increased,ambiguous,1.975,1325
increases,ambiguous,1.845,702
increasing,ambiguous,1.851,724
increasingly,ambiguous,1.659,283
incredible,ambiguous,1.848,711
incredibly,ambiguous,1.855,738
indomitable,ambiguous,0.725,2
inforce,ambiguous,0.725,2
insofar,ambiguous,1.069,15
interior,ambiguous,1.23,34
interpleader,ambiguous,0.5,0
interpose,ambiguous,0.5,0
interposed,ambiguous,0.5,0
interposes,ambiguous,0.5,0
interposing,ambiguous,0.5,0
interposition,ambiguous,0.5,0
interpositions,ambiguous,0.5,0
interrogates,ambiguous,0.5,0
interrogating,ambiguous,0.642,1
interrogation,ambiguous,0.83,4
interrogations,ambiguous,0.992,10
interrogator,ambiguous,0.5,0
interrogatories,ambiguous,0.5,0
interrogators,ambiguous,0.5,0
interrogatory,ambiguous,0.5,0
intestacy,ambiguous,0.5,0
involving,ambiguous,1.553,168
ivermectin,ambiguous,1.853,730
jam,ambiguous,1.36,65
janssen,ambiguous,1.629,244
juries,ambiguous,0.784,3
juris,ambiguous,0.5,0
jurisdiction,ambiguous,1.125,20
jurisdictional,ambiguous,0.5,0
jurisdictionally,ambiguous,0.5,0
jurisdictions,ambiguous,1.042,13
jurisprudence,ambiguous,0.725,2
jurist,ambiguous,0.642,1
jurists,ambiguous,0.725,2
juror,ambiguous,0.5,0
jurors,ambiguous,0.972,9
jury,ambiguous,1.36,65
juryman,ambiguous,0.5,0
lab,ambiguous,1.877,821
laboratory,ambiguous,1.472,113
labos,ambiguous,1.366,67
labs,ambiguous,1.489,123
laughing,ambiguous,2.204,4049
lawful,ambiguous,1.217,32
lawfully,ambiguous,0.992,10
lawfulness,ambiguous,0.5,0
lawmakers,ambiguous,1.093,17
lawmaking,ambiguous,0.5,0
lawsuit,ambiguous,1.426,90
lawsuits,ambiguous,1.344,60
lawyer,ambiguous,1.451,102
lawyers,ambiguous,1.464,109
legatee,ambiguous,0.5,0
legatees,ambiguous,0.5,0
legislate,ambiguous,1.16,24
legislated,ambiguous,0.899,6
legislates,ambiguous,0.5,0
legislating,ambiguous,0.868,5
legislation,ambiguous,1.584,196
legislations,ambiguous,0.5,0
legislative,ambiguous,0.951,8
legislatively,ambiguous,0.5,0
legislator,ambiguous,0.642,1
legislators,ambiguous,0.784,3
legislature,ambiguous,0.972,9
legislatures,ambiguous,0.725,2
licensable,ambiguous,0.5,0
lienholders,ambiguous,0.5,0
linger,ambiguous,1.125,20
link,ambiguous,1.976,1328
linked,ambiguous,1.864,769
links,ambiguous,1.807,582
liquor,ambiguous,0.972,9
localize,ambiguous,0.5,0
long,ambiguous,2.433,12361
majeure,ambiguous,1.069,15
max,ambiguous,1.805,576
maximum,ambiguous,1.668,296
may,ambiguous,2.387,9881
maybe,ambiguous,2.281,5877
mean,ambiguous,2.279,5825
means,ambiguous,2.227,4526
media,ambiguous,2.239,4804
medias,ambiguous,1.38,72
mediate,ambiguous,0.83,4
mediated,ambiguous,1.299,48
mediates,ambiguous,0.5,0
mediating,ambiguous,0.5,0
mediation,ambiguous,0.642,1
mediations,ambiguous,0.5,0
mediator,ambiguous,0.642,1
mediators,ambiguous,0.642,1
merck,ambiguous,1.651,272
method,ambiguous,1.618,231
methods,ambiguous,1.518,142
might,ambiguous,2.304,6578
mighty,ambiguous,1.262,40
mindset,ambiguous,1.511,137
mine,ambiguous,2.123,2718
misfeasance,ambiguous,0.5,0
mix,ambiguous,1.911,968
modern,ambiguous,1.722,385
moderna,ambiguous,2.519,18801
modernas,ambiguous,1.605,217
money,ambiguous,2.232,4622
morals,ambiguous,1.35,62
moreover,ambiguous,1.394,77
morrow,ambiguous,0.951,8
motions,ambiguous,0.868,5
mutandis,ambiguous,0.5,0
mysterious,ambiguous,1.286,45
mystery,ambiguous,1.461,107
nab,ambiguous,1.252,38
nearly,ambiguous,2.081,2214
neighbor,ambiguous,1.353,63
neighborhood,ambiguous,1.134,21
nigger,ambiguous,0.5,0
nolo,ambiguous,0.642,1
nonappealable,ambiguous,0.5,0
nonassessable,ambiguous,0.5,0
nonbreaching,ambiguous,0.5,0
noncontingent,ambiguous,0.5,0
noncontract,ambiguous,0.5,0
noncontractual,ambiguous,0.5,0
noncontributory,ambiguous,0.5,0
nonetheless,ambiguous,1.404,81
nonfeasance,ambiguous,0.5,0
nonfiduciary,ambiguous,0.5,0
nonforfeitability,ambiguous,0.5,0
nonforfeitable,ambiguous,0.5,0
nonforfeiture,ambiguous,0.5,0
nonguarantor,ambiguous,0.5,0
noninfringement,ambiguous,0.5,0
noninfringing,ambiguous,0.5,0
nonjudicial,ambiguous,0.5,0
nonjudicially,ambiguous,0.5,0
nonjurisdictional,ambiguous,0.5,0
notarial,ambiguous,0.5,0
notaries,ambiguous,0.5,0
notarization,ambiguous,0.5,0
notarizations,ambiguous,0.5,0
notarize,ambiguous,0.5,0
notarized,ambiguous,0.5,0
notarizing,ambiguous,0.5,0
notary,ambiguous,0.5,0
notoriety,ambiguous,0.951,8
notwithstanding,ambiguous,1.211,31
novavax,ambiguous,1.931,1065
novo,ambiguous,0.927,7
nullities,ambiguous,0.5,0
nullity,ambiguous,0.5,0
obligee,ambiguous,0.5,0
obligees,ambiguous,0.5,0
obligors,ambiguous,0.5,0
obviate,ambiguous,0.725,2
obvious,ambiguous,1.927,1046
obviously,ambiguous,2.071,2113
occasional,ambiguous,1.372,69
occasionally,ambiguous,1.369,68
oddity,ambiguous,0.784,3
offeree,ambiguous,0.5,0
offerees,ambiguous,0.5,0
offeror,ambiguous,0.642,1
offerors,ambiguous,0.5,0
ongoing,ambiguous,1.806,581
onset,ambiguous,1.409,83
operation,ambiguous,1.689,328
operations,ambiguous,1.618,232
optionee,ambiguous,0.5,0
optionees,ambiguous,0.5,0
orchestra,ambiguous,1.069,15
ordinarily,ambiguous,1.115,19
ordinary,ambiguous,1.566,179
originally,ambiguous,1.673,303
otherwise,ambiguous,2.042,1834
overrule,ambiguous,1.081,16
overruled,ambiguous,1.134,21
overrules,ambiguous,0.899,6
overruling,ambiguous,0.725,2
owing,ambiguous,1.262,40
oxfordastrazeneca,ambiguous,1.514,139
para,ambiguous,1.397,78
parade,ambiguous,1.432,93
paraphrase,ambiguous,1.125,20
pari,ambiguous,1.056,14
parole,ambiguous,1.34,59
passenger,ambiguous,1.466,110
passu,ambiguous,0.5,0
patentee,ambiguous,0.5,0
pending,ambiguous,1.544,161
perhaps,ambiguous,2.044,1848
period,ambiguous,2.11,2552
periods,ambiguous,1.661,286
permanent,ambiguous,1.792,543
permanently,ambiguous,1.674,304
permissible,ambiguous,0.868,5
permission,ambiguous,1.521,144
permissions,ambiguous,0.927,7
permit,ambiguous,1.281,44
permitted,ambiguous,1.423,89
permittee,ambiguous,0.5,0
permittees,ambiguous,0.5,0
permitting,ambiguous,1.451,102
personam,ambiguous,0.725,2
pfizer,ambiguous,2.632,32481
pfizerbiontech,ambiguous,1.778,507
pfizermoderna,ambiguous,1.567,180
phase,ambiguous,1.905,940
pious,ambiguous,1.069,15
plausible,ambiguous,1.521,144
plaything,ambiguous,0.5,0
plot,ambiguous,1.666,293
poke,ambiguous,1.23,34
pomp,ambiguous,0.927,7
positived,ambiguous,0.642,1
positives,ambiguous,1.655,278
possessory,ambiguous,0.5,0
possibilities,ambiguous,1.344,60
possibility,ambiguous,1.792,541
possible,ambiguous,2.202,3998
possibly,ambiguous,1.979,1351
postclosing,ambiguous,0.5,0
postclosure,ambiguous,0.5,0
postcontract,ambiguous,0.5,0
postjudgment,ambiguous,0.5,0
potential,ambiguous,1.982,1368
potentially,ambiguous,1.917,997
preamendment,ambiguous,0.5,0
precursor,ambiguous,1.026,12
predecease,ambiguous,0.5,0
predeceased,ambiguous,0.642,1
predeceases,ambiguous,0.5,0
predeceasing,ambiguous,0.5,0
prehearing,ambiguous,0.5,0
preliminarily,ambiguous,0.5,0
preliminary,ambiguous,1.484,120
preparation,ambiguous,1.486,121
preparatory,ambiguous,0.725,2
preparedness,ambiguous,1.257,39
prepetition,ambiguous,0.5,0
prerequisite,ambiguous,0.972,9
prima,ambiguous,1.235,35
privilege,ambiguous,1.58,192
probate,ambiguous,0.642,1
probated,ambiguous,0.5,0
probates,ambiguous,0.5,0
probating,ambiguous,0.5,0
procedure,ambiguous,1.646,266
procession,ambiguous,0.927,7
profit,ambiguous,1.888,867
progress,ambiguous,1.713,368
prologue,ambiguous,0.5,0
promote,ambiguous,1.823,630
promoted,ambiguous,1.621,235
promoting,ambiguous,1.83,651
promulgate,ambiguous,0.642,1
promulgated,ambiguous,0.642,1
promulgates,ambiguous,0.784,3
promulgating,ambiguous,0.642,1
promulgation,ambiguous,0.5,0
promulgations,ambiguous,0.5,0
promulgator,ambiguous,0.5,0
promulgators,ambiguous,0.5,0
prophecy,ambiguous,1.01,11
prophet,ambiguous,1.081,16
prophetic,ambiguous,1.069,15
prorata,ambiguous,0.83,4
proration,ambiguous,0.5,0
provisoes,ambiguous,0.5,0
provisos,ambiguous,0.5,0
punt,ambiguous,1.042,13
quicken,ambiguous,0.5,0
quitclaim,ambiguous,0.5,0
quitclaims,ambiguous,0.5,0
quote,ambiguous,1.71,363
rata,ambiguous,0.83,4
ratable,ambiguous,0.5,0
ratably,ambiguous,0.5,0
rate,ambiguous,2.284,5957
rates,ambiguous,2.223,4440
real,ambiguous,2.249,5036
realise,ambiguous,2.036,1780
realised,ambiguous,1.776,500
realising,ambiguous,1.564,178
reality,ambiguous,1.996,1469
realize,ambiguous,1.63,246
realy,ambiguous,1.402,80
reargument,ambiguous,0.5,0
recalculate,ambiguous,0.83,4
recalculated,ambiguous,0.5,0
recalculates,ambiguous,0.5,0
recalculating,ambiguous,0.5,0
recalculation,ambiguous,0.5,0
recalculations,ambiguous,0.5,0
recipient,ambiguous,1.502,131
recombination,ambiguous,0.972,9
recordation,ambiguous,0.5,0
recoupable,ambiguous,0.5,0
recoupment,ambiguous,0.5,0
recoupments,ambiguous,0.5,0
recourse,ambiguous,1.125,20
rectifications,ambiguous,0.5,0
recurrent,ambiguous,1.056,14
recusal,ambiguous,0.5,0
recuse,ambiguous,0.5,0
recused,ambiguous,0.5,0
recuses,ambiguous,0.5,0
recusing,ambiguous,0.642,1
redetermination,ambiguous,0.5,0
redetermined,ambiguous,0.5,0
regards,ambiguous,1.704,353
rehear,ambiguous,0.5,0
reheard,ambiguous,0.5,0
rehearing,ambiguous,0.5,0
rehearings,ambiguous,0.5,0
reinterpret,ambiguous,0.5,0
reinterpretation,ambiguous,0.642,1
reinterpretations,ambiguous,0.5,0
reinterpreted,ambiguous,0.642,1
reinterpreting,ambiguous,0.642,1
reinterprets,ambiguous,0.5,0
releasees,ambiguous,0.5,0
remanded,ambiguous,0.725,2
remanding,ambiguous,0.5,0
remands,ambiguous,0.5,0
remediate,ambiguous,0.5,0
