word,sentiment,weight,freq_corpus
asks,positive,0.728,1
asleep,negative,0.5,0
ass,negative,1.029,4
assess,positive,0.5,0
assessment,positive,0.728,1
assist,positive,0.728,1
associated,positive,1.029,4
association,positive,0.728,1
assume,negative,0.728,1
assumed,negative,0.5,0
assuming,negative,1.139,6
assumption,negative,0.5,0
assumptions,negative,0.861,2
asthma,negative,0.955,3
astonishing,negative,0.728,1
astrazeneca,ambiguous,1.57,25
asymptomatic,negative,0.861,2
athletes,positive,0.861,2
attached,negative,0.5,0
attack,negative,0.5,0
attacked,negative,0.5,0
attacking,negative,0.955,3
attacks,negative,1.222,8
attempt,ambiguous,1.029,4
attempting,ambiguous,0.861,2
attempts,ambiguous,0.861,2
attend,negative,1.183,7
attended,negative,1.029,4
attending,negative,0.5,0
attitude,positive,1.257,9
attitudes,positive,0.5,0
attributed,ambiguous,0.5,0
author,positive,0.728,1
authorisation,positive,0.5,0
authorised,positive,0.5,0
authorises,positive,0.5,0
authoritarian,negative,1.183,7
authoritarianism,negative,0.728,1
authorities,negative,0.955,3
authority,negative,0.861,2
authorization,positive,0.728,1
authorized,positive,0.5,0
authorizes,positive,0.728,1
autism,negative,0.861,2
autistic,negative,0.861,2
autoimmune,negative,0.728,1
automatically,ambiguous,0.861,2
autonomy,positive,0.5,0
availability,positive,0.5,0
available,positive,1.618,29
average,ambiguous,1.183,7
avg,ambiguous,0.5,0
avoid,negative,1.45,17
avoidable,negative,1.222,8
avoided,negative,0.955,3
avoiding,negative,0.861,2
awaiting,negative,0.861,2
awake,positive,1.029,4
award,positive,0.728,1
aware,positive,0.955,3
awareness,positive,0.955,3
away,negative,1.772,47
awesome,positive,0.861,2
awful,negative,1.183,7
babies,positive,1.183,7
baby,positive,1.139,6
backbenchers,negative,0.5,0
backed,positive,0.955,3
background,positive,0.728,1
backhand,negative,0.955,3
backing,positive,1.029,4
backs,negative,0.861,2
backwards,negative,0.5,0
bad,negative,1.851,60
badly,negative,1.411,15
badvaccinetakes,negative,0.5,0
balance,positive,0.955,3
balanced,positive,0.5,0
balls,positive,0.5,0
ban,negative,1.029,4
bang,negative,1.139,6
banging,negative,0.728,1
bank,negative,0.955,3
banks,negative,0.5,0
banned,negative,0.861,2
banning,negative,0.5,0
bans,negative,0.861,2
barely,negative,1.089,5
barred,negative,0.728,1
base,positive,0.861,2
based,positive,1.45,17
basic,positive,0.955,3
basically,positive,1.089,5
basics,positive,0.728,1
basis,positive,1.257,9
bastard,negative,0.861,2
bastards,negative,1.316,11
bat,negative,0.5,0
batch,positive,0.728,1
batches,positive,0.5,0
battle,negative,0.5,0
beany,negative,0.5,0
bear,negative,1.029,4
bearing,negative,0.861,2
beast,negative,0.5,0
beat,negative,1.343,12
beating,negative,0.5,0
beats,negative,0.5,0
beautiful,positive,1.089,5
became,ambiguous,1.139,6
become,ambiguous,1.516,21
becomes,ambiguous,0.955,3
becoming,ambiguous,1.089,5
beer,positive,1.891,68
beforehand,ambiguous,0.728,1
beg,negative,0.955,3
began,positive,0.5,0
begging,negative,1.139,6
begin,positive,1.089,5
beginning,positive,1.411,15
begins,positive,0.5,0
behave,positive,0.728,1
behavior,positive,0.728,1
behaviour,positive,1.367,13
behind,negative,1.484,19
belief,positive,1.029,4
beliefs,positive,1.288,10
believe,positive,1.94,79
believed,positive,1.139,6
believes,positive,1.139,6
believing,positive,0.955,3
bell,positive,0.5,0
bells,positive,0.728,1
belong,ambiguous,0.728,1
beneficial,positive,0.5,0
benefit,positive,1.316,11
benefits,positive,1.183,7
besides,negative,0.728,1
best,positive,1.695,37
bet,negative,1.431,16
beta,negative,0.728,1
bets,negative,0.861,2
better,positive,0.5,0
beyond,ambiguous,1.257,9
bias,negative,0.955,3
biased,negative,0.728,1
bid,positive,0.5,0
big,positive,1.695,37
bigger,positive,0.955,3
biggest,positive,1.288,10
bigpharma,negative,0.5,0
bigtech,negative,0.5,0
bill,negative,1.288,10
billgates,negative,0.5,0
billion,ambiguous,0.955,3
billionaire,negative,0.5,0
billions,ambiguous,1.029,4
bills,negative,0.861,2
bin,negative,0.955,3
binary,negative,0.728,1
bio,positive,0.728,1
biological,positive,0.5,0
biology,positive,0.728,1
biontech,ambiguous,0.861,2
biontechgroup,ambiguous,0.5,0
biotech,ambiguous,0.861,2
bioweapon,negative,0.5,0
bird,positive,0.5,0
birth,positive,0.5,0
birthday,positive,1.411,15
bitch,negative,0.861,2
bite,negative,0.955,3
bits,negative,0.861,2
bizarre,negative,0.861,2
blackmail,negative,0.728,1
blah,negative,0.5,0
blame,negative,1.343,12
blamed,negative,1.029,4
blaming,negative,0.861,2
bless,positive,0.955,3
blessed,positive,0.728,1
blind,negative,1.222,8
block,negative,1.811,53
blocked,negative,1.222,8
blocking,negative,0.955,3
bloke,ambiguous,0.861,2
blood,negative,1.343,12
bloody,negative,1.411,15
blow,negative,0.861,2
blown,negative,0.5,0
blows,negative,0.728,1
board,ambiguous,0.955,3
bodies,ambiguous,1.139,6
bodily,ambiguous,0.861,2
body,ambiguous,1.544,23
bodys,ambiguous,0.5,0
bold,positive,0.728,1
bollocks,positive,1.222,8
bonkers,negative,1.089,5
bonus,positive,0.5,0
book,positive,1.948,81
booked,positive,1.222,8
booking,positive,1.316,11
bookings,positive,1.139,6
books,positive,1.257,9
boom,negative,1.029,4
boost,positive,1.139,6
boosted,positive,1.743,43
booster,positive,2.315,250
boostered,positive,0.5,0
boosters,positive,0.5,0
boosting,positive,0.5,0
boosts,positive,0.861,2
border,negative,0.955,3
borders,negative,1.343,12
bored,negative,1.029,4
boring,negative,1.089,5
born,positive,1.029,4
boss,negative,1.288,10
bot,ambiguous,0.728,1
bother,negative,1.288,10
bothered,negative,1.222,8
bothred,negative,0.5,0
bots,ambiguous,1.029,4
bottom,negative,0.5,0
bought,ambiguous,0.955,3
bound,negative,0.5,0
bout,negative,0.5,0
boxing,negative,1.367,13
boyfriend,positive,0.955,3
brain,positive,1.222,8
brains,positive,0.728,1
brainwashed,negative,1.183,7
brand,negative,0.5,0
brave,positive,1.029,4
breach,negative,0.5,0
breaches,negative,0.728,1
breaching,negative,0.5,0
break,negative,1.316,11
breakdown,negative,0.955,3
breaker,negative,1.222,8
breakers,negative,0.728,1
breaking,negative,1.431,16
breakingnews,ambiguous,0.955,3
breaks,negative,0.728,1
breakthrough,negative,0.861,2
breastfeeding,positive,0.861,2
breath,positive,1.089,5
breathe,positive,0.728,1
breathing,positive,1.029,4
brexit,ambiguous,1.639,31
bridge,positive,0.728,1
brief,ambiguous,0.5,0
briefing,ambiguous,0.728,1
brigade,negative,1.5,20
bright,positive,0.5,0
brilliant,positive,1.139,6
bring,positive,1.484,19
bringing,positive,1.089,5
brings,positive,0.728,1
bro,positive,1.089,5
broad,negative,0.728,1
broader,negative,0.5,0
broadly,negative,0.5,0
broke,negative,1.183,7
broken,negative,0.955,3
brother,positive,1.089,5
brothers,positive,0.5,0
brought,positive,1.343,12
brutal,negative,0.955,3
bubble,positive,1.089,5
bubbles,positive,0.5,0
bud,positive,0.5,0
buddy,positive,0.5,0
bug,negative,0.955,3
bugger,negative,0.728,1
build,positive,0.728,1
building,positive,0.955,3
built,positive,0.955,3
bull,negative,0.861,2
bullet,negative,0.955,3
bullshit,negative,1.089,5
bullying,negative,0.861,2
burden,negative,0.955,3
burn,negative,0.861,2
business,negative,1.516,21
businesses,negative,1.45,17
busy,negative,1.257,9
buy,positive,1.139,6
buying,positive,1.183,7
buys,positive,0.728,1
bye,negative,0.728,1
cake,positive,0.728,1
calculate,negative,0.5,0
calculated,negative,0.5,0
call,positive,1.649,32
called,positive,1.5,20
calling,positive,1.516,21
calls,positive,1.288,10
calm,positive,1.029,4
came,positive,1.39,14
campaign,positive,1.183,7
campaigns,positive,0.5,0
can<U+FFFD>t,negative,0.5,0
cancel,negative,0.728,1
cancellations,negative,0.5,0
cancelled,negative,1.343,12
cancelling,negative,1.029,4
cancer,negative,1.431,16
cancers,negative,0.5,0
candidate,positive,0.5,0
cannabis,negative,0.728,1
cannot,negative,0.5,0
can't,negative,2.274,220
capable,positive,0.861,2
capacity,positive,1.257,9
capital,negative,1.139,6
capitalism,negative,1.029,4
card,negative,1.139,6
cardiac,negative,0.5,0
cardiologist,positive,0.5,0
cardiovascular,negative,0.5,0
cards,negative,1.089,5
care,positive,1.927,76
cared,positive,0.728,1
career,positive,0.861,2
careful,positive,1.139,6
carefully,positive,0.728,1
carer,positive,0.5,0
carers,positive,0.728,1
cares,positive,1.089,5
caring,positive,0.861,2
carpet,negative,0.728,1
carried,positive,1.029,4
carries,positive,0.5,0
carry,positive,1.288,10
carrying,positive,0.728,1
case,negative,1.639,31
cases,negative,1.944,80
catastrophe,negative,0.728,1
catastrophic,negative,0.5,0
catch,negative,1.677,35
catches,negative,0.955,3
catching,negative,1.544,23
categories,ambiguous,0.5,0
category,ambiguous,0.5,0
caught,negative,1.53,22
causation,negative,0.728,1
cause,negative,1.639,31
caused,negative,1.343,12
causes,negative,1.222,8
causing,negative,1.183,7
caution,negative,0.861,2
cautious,negative,0.955,3
celebrate,positive,1.029,4
celebrating,positive,1.029,4
celebrations,positive,0.861,2
cell,ambiguous,0.955,3
cells,ambiguous,0.955,3
cellular,ambiguous,0.5,0
censor,negative,0.5,0
censored,negative,0.5,0
censoring,negative,0.861,2
censorship,negative,0.861,2
center,positive,1.029,4
centers,positive,0.861,2
central,positive,0.955,3
centre,positive,1.751,44
centres,positive,1.222,8
ceo,negative,0.5,0
certain,positive,1.39,14
certainly,positive,1.316,11
certainty,positive,0.5,0
certificate,positive,1.411,15
certificates,positive,0.728,1
certification,positive,0.5,0
cev,negative,0.955,3
chain,ambiguous,0.955,3
challenge,negative,1.089,5
challenged,negative,0.728,1
challenges,negative,1.089,5
challenging,negative,0.728,1
champion,positive,1.804,52
chance,positive,1.5,20
chances,positive,1.139,6
change,positive,1.606,28
changed,positive,1.257,9
changes,positive,1.222,8
changing,positive,0.861,2
chaos,negative,1.467,18
character,positive,0.955,3
charge,negative,1.257,9
charged,negative,0.5,0
charging,negative,0.5,0
charity,positive,0.728,1
chart,positive,0.955,3
charts,positive,0.5,0
chasing,negative,0.728,1
cheap,ambiguous,0.728,1
cheaper,positive,0.5,0
check,positive,1.411,15
checked,positive,1.089,5
checking,positive,0.955,3
checks,positive,1.029,4
cheek,negative,0.728,1
cheer,positive,0.861,2
cheers,positive,0.955,3
chemical,negative,0.5,0
chemicals,negative,0.728,1
chemist,negative,0.5,0
chemo,negative,0.728,1
cherry,positive,0.861,2
chest,negative,1.029,4
chicken,negative,0.861,2
chief,negative,1.089,5
child,positive,1.411,15
childhood,positive,1.029,4
children,positive,1.736,42
childrens,positive,0.955,3
chill,negative,0.5,0
chills,negative,0.728,1
China,negative,1.516,21
chinese,negative,0.955,3
chip,negative,0.728,1
chips,negative,0.728,1
chocolate,positive,0.861,2
choice,positive,1.798,51
choices,positive,1.222,8
choose,positive,1.431,16
chooses,positive,0.5,0
choosing,positive,0.728,1
chose,positive,0.955,3
chosen,positive,1.089,5
chronic,negative,0.728,1
circulating,negative,0.728,1
circulation,negative,0.728,1
circumstances,negative,0.955,3
citizen,positive,0.955,3
citizens,positive,1.139,6
civic,positive,0.861,2
civil,positive,1.316,11
claim,negative,1.257,9
claimed,negative,0.955,3
claiming,negative,1.222,8
claims,negative,1.222,8
clapping,positive,0.5,0
clarify,positive,0.728,1
clarity,positive,0.861,2
clash,negative,1.257,9
class,ambiguous,1.257,9
classed,ambiguous,0.728,1
classic,positive,0.728,1
clean,positive,0.5,0
cleaner,positive,0.5,0
clear,positive,1.595,27
cleared,positive,0.5,0
clearer,positive,0.5,0
clearly,positive,1.57,25
clever,positive,0.728,1
client,positive,0.5,0
clients,positive,0.728,1
climate,negative,1.431,16
clinic,positive,1.139,6
clinical,negative,1.089,5
clinically,negative,0.955,3
clinics,positive,1.39,14
clip,negative,0.5,0
clogging,negative,1.029,4
close,ambiguous,1.558,24
closed,negative,1.431,16
closely,positive,0.861,2
closer,positive,0.955,3
closest,positive,0.861,2
closing,negative,1.089,5
closure,negative,0.728,1
closures,negative,1.029,4
clot,negative,0.861,2
clots,negative,1.029,4
clotting,negative,0.5,0
clown,negative,0.728,1
clowns,negative,0.728,1
club,positive,1.089,5
clubs,positive,1.139,6
clue,positive,0.728,1
clueless,negative,0.5,0
coach,positive,0.728,1
cobra,negative,0.5,0
cocktail,positive,0.955,3
code,negative,1.183,7
codes,negative,0.728,1
coerce,negative,0.5,0
coerced,negative,0.5,0
coercing,negative,0.728,1
coercion,negative,1.183,7
coffee,positive,0.955,3
cognitive,positive,0.728,1
cohort,positive,0.861,2
cohorts,positive,0.728,1
coincidence,negative,0.728,1
cold,negative,1.595,27
colds,negative,0.861,2
collapse,negative,0.728,1
collapsed,negative,1.139,6
collapsing,negative,0.728,1
collateral,negative,0.5,0
colleague,positive,0.861,2
colleagues,positive,1.183,7
collect,positive,0.5,0
collection,positive,1.089,5
collective,positive,0.955,3
college,positive,0.861,2
colour,positive,0.5,0
combat,negative,0.955,3
combination,positive,0.955,3
combined,positive,1.029,4
combo,positive,0.728,1
come,positive,1.804,52
comedy,negative,0.5,0
comes,positive,1.53,22
comfort,positive,0.5,0
comfortable,positive,1.139,6
coming,positive,1.785,49
comirnaty,ambiguous,0.5,0
common,positive,1.516,21
communication,negative,0.861,2
communist,negative,0.728,1
communities,positive,1.029,4
community,positive,1.183,7
comorbidities,negative,0.728,1
comparable,positive,0.5,0
compare,positive,0.955,3
compared,positive,1.257,9
compares,positive,0.955,3
comparing,positive,1.183,7
comparison,positive,1.183,7
comparisons,positive,0.728,1
compassion,positive,0.5,0
compelling,positive,0.5,0
compensation,positive,0.728,1
complain,negative,1.029,4
complaining,negative,0.955,3
complaint,negative,1.029,4
complete,positive,1.316,11
completed,positive,1.089,5
completely,positive,1.343,12
complex,negative,0.5,0
compliance,positive,1.089,5
compliant,positive,0.5,0
complicated,negative,0.955,3
complications,negative,1.222,8
complied,positive,0.955,3
comply,positive,1.029,4
complying,positive,0.955,3
compromised,negative,0.728,1
compulsory,negative,1.029,4
concept,positive,0.955,3
concern,negative,1.183,7
concerned,negative,1.316,11
concerning,negative,0.728,1
concerns,negative,1.139,6
conclude,positive,0.955,3
conclusion,positive,0.5,0
conclusions,positive,0.5,0
condition,ambiguous,1.089,5
conditions,ambiguous,1.222,8
conducted,positive,0.728,1
confidence,positive,1.139,6
confident,positive,1.029,4
confirm,positive,0.955,3
confirmation,positive,0.5,0
confirmed,positive,1.343,12
confirming,positive,0.955,3
confirms,positive,1.029,4
conflict,negative,0.955,3
confused,negative,1.222,8
confusing,negative,0.861,2
confusion,negative,0.5,0
congratulations,positive,0.5,0
connected,positive,0.955,3
connection,positive,0.728,1
conned,negative,0.5,0
conquer,positive,0.728,1
cons,negative,0.5,0
conscience,positive,0.861,2
conscious,positive,0.861,2
consensus,positive,0.955,3
consent,positive,0.955,3
consequence,negative,0.955,3
consequences,negative,1.316,11
consequentialbr,negative,0.5,0
conservative,negative,1.288,10
conservatives,negative,1.183,7
consider,positive,1.222,8
considerably,positive,0.5,0
consideration,positive,1.089,5
considered,positive,1.089,5
considering,positive,1.316,11
considers,positive,0.728,1
consistent,positive,0.955,3
consistently,positive,0.728,1
conspiracies,negative,0.861,2
conspiracy,negative,1.804,52
constant,ambiguous,0.861,2
constantly,ambiguous,1.029,4
consultant,negative,0.861,2
contact,ambiguous,1.183,7
contacted,positive,0.5,0
contacts,negative,0.861,2
contagious,negative,1.029,4
contain,positive,0.728,1
contained,positive,0.5,0
contains,positive,0.5,0
contaminations,negative,0.5,0
contaminer,negative,0.5,0
content,positive,1.183,7
contents,positive,0.5,0
context,positive,0.861,2
continually,positive,0.5,0
continue,positive,1.45,17
continued,positive,0.728,1
continues,positive,0.955,3
continuing,positive,0.728,1
continuous,positive,0.728,1
continuously,positive,0.5,0
contract,negative,1.257,9
contracted,negative,1.029,4
contracting,negative,0.861,2
contracts,negative,0.728,1
contrary,negative,0.728,1
contrast,negative,0.5,0
contribute,positive,0.728,1
contributed,positive,0.955,3
contributing,positive,0.728,1
contribution,positive,1.029,4
control,negative,1.57,25
controlled,negative,1.139,6
controlling,negative,0.728,1
controls,negative,0.861,2
controversial,negative,0.728,1
convenient,positive,0.5,0
conversation,positive,0.955,3
conversations,positive,0.5,0
convince,positive,0.728,1
convinced,positive,1.183,7
convincing,positive,0.728,1
cooking,positive,0.861,2
cool,positive,1.089,5
cope,positive,1.183,7
core,positive,1.089,5
corona,negative,1.516,21
coronavirus,negative,1.728,41
coronaviruses,negative,0.5,0
corporate,negative,0.5,0
corporations,negative,0.5,0
correct,positive,1.53,22
correctly,positive,0.5,0
correlate,positive,0.728,1
correlation,positive,1.183,7
corrupt,negative,0.861,2
corruption,negative,1.089,5
cost,negative,1.257,9
costing,negative,0.728,1
costs,negative,1.139,6
cough,negative,0.955,3
coughing,negative,0.728,1
couldn't,negative,1.544,23
council,positive,1.029,4
councils,positive,0.728,1
count,positive,0.955,3
counted,positive,0.5,0
counter,negative,1.089,5
counting,negative,0.728,1
countless,negative,0.861,2
counts,positive,0.5,0
couple,positive,1.343,12
courage,positive,0.728,1
course,positive,1.53,22
courses,positive,0.5,0
court,positive,1.089,5
cov,negative,1.139,6
covax,ambiguous,0.5,0
covaxin,positive,0.5,0
cover,positive,0.861,2
coverage,positive,0.728,1
covered,positive,0.728,1
covering,positive,1.089,5
covers,positive,0.728,1
covid,negative,3.0,2015
Covid-19,negative,0.5,0
covidiot,negative,0.955,3
covidiots,negative,1.57,25
covids,negative,0.955,3
crack,negative,1.029,4
crap,negative,1.316,11
crash,negative,0.5,0
crazy,negative,1.288,10
create,positive,1.139,6
created,positive,1.029,4
creates,positive,0.728,1
creating,positive,0.955,3
creation,positive,0.5,0
creative,positive,1.029,4
creator,positive,0.5,0
credibility,positive,0.861,2
credible,positive,0.5,0
credit,positive,0.861,2
crew,positive,0.861,2
crime,negative,1.139,6
crimes,negative,0.861,2
criminal,negative,1.288,10
criminals,negative,1.183,7
crisis,negative,1.343,12
criteria,negative,0.5,0
critical,negative,1.089,5
criticise,negative,0.5,0
criticised,negative,0.728,1
criticism,negative,0.5,0
cronies,positive,0.955,3
cross,negative,1.029,4
crossed,negative,0.861,2
crossing,negative,0.955,3
crowd,negative,1.139,6
crowded,negative,1.139,6
crowds,negative,0.955,3
crucial,positive,0.5,0
cry,negative,1.288,10
crying,negative,1.183,7
crypto,negative,0.5,0
cult,negative,1.029,4
culture,positive,0.955,3
cunt,negative,0.861,2
cunts,negative,1.183,7
curbs,negative,0.955,3
cure,positive,0.728,1
curfew,negative,1.72,40
curfews,negative,0.728,1
curious,positive,0.728,1
curve,negative,0.861,2
customer,positive,1.029,4
customers,positive,0.955,3
cut,negative,1.139,6
cute,positive,0.955,3
cuts,negative,0.728,1
cutting,negative,0.5,0
cycle,ambiguous,1.089,5
dad,positive,1.029,4
dads,positive,1.089,5
daft,negative,0.955,3
damage,negative,1.467,18
damaged,negative,1.029,4
damages,negative,0.5,0
damaging,negative,1.639,31
damn,negative,1.222,8
dance,positive,0.5,0
dancing,positive,0.5,0
danger,negative,0.861,2
dangerous,negative,1.618,29
dangers,negative,0.728,1
dare,ambiguous,1.029,4
dark,negative,1.183,7
data,positive,1.845,59
database,positive,0.728,1
daughter,positive,1.183,7
daughters,positive,0.728,1
dead,negative,1.639,31
deadly,negative,1.139,6
deal,positive,1.57,25
dealing,positive,0.728,1
deals,positive,0.861,2
dealt,positive,0.955,3
dear,positive,1.139,6
death,negative,1.872,64
deaths,negative,1.936,78
debate,positive,1.431,16
debating,positive,0.5,0
debt,negative,1.089,5
debunked,positive,0.955,3
decent,positive,0.861,2
decide,positive,1.45,17
decided,positive,1.316,11
decides,positive,0.5,0
deciding,positive,0.728,1
decision,positive,1.411,15
decisions,positive,1.288,10
declaration,ambiguous,0.728,1
declare,negative,0.728,1
declared,negative,0.728,1
declaring,negative,0.728,1
decline,positive,1.089,5
declined,positive,0.728,1
declining,positive,0.5,0
decrease,positive,0.728,1
decreases,positive,0.5,0
decreasing,positive,0.5,0
dedicated,positive,0.955,3
deemed,negative,0.5,0
deep,negative,1.343,12
deeper,negative,0.5,0
deeply,negative,0.955,3
default,negative,0.728,1
defeat,negative,0.955,3
defence,negative,0.955,3
defend,positive,1.139,6
defending,positive,0.728,1
defense,positive,0.728,1
define,positive,1.089,5
definitely,ambiguous,1.5,20
definition,positive,1.029,4
degree,positive,0.955,3
degrees,positive,0.5,0
delay,negative,1.222,8
delayed,negative,0.955,3
delaying,negative,0.861,2
delays,negative,0.955,3
delete,negative,1.183,7
deleted,negative,0.955,3
deliberate,negative,0.861,2
deliberately,negative,0.955,3
delighted,positive,0.861,2
deliver,positive,1.139,6
delivered,positive,1.029,4
deliveries,positive,0.861,2
delivering,positive,0.861,2
delivery,positive,0.955,3
delta,negative,1.45,17
deluded,negative,0.5,0
delusional,negative,0.955,3
demand,positive,1.516,21
demanding,positive,0.728,1
demands,positive,0.955,3
dementia,negative,0.5,0
democracy,positive,1.257,9
democratic,positive,0.728,1
democrats,positive,0.5,0
demonising,negative,0.728,1
demonstrate,positive,0.5,0
demonstrated,positive,0.728,1
demonstrating,positive,0.728,1
demonstration,negative,1.288,10
denial,negative,1.39,14
denied,negative,0.728,1
denier,negative,1.544,23
deniers,negative,1.914,73
deny,negative,0.955,3
denying,negative,1.288,10
